  0 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
  1 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
  2 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
  3 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
  4 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
  5 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
  6 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
  7 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
  8 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
  9 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
 10 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
 11 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
 12 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
 13 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
 14 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
 15 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
 16 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
 17 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
 18 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
 19 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
 20 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
 21 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
 22 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
 23 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
 24 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
 25 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
 26 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
 27 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
 28 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
 29 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
 30 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
 31 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
 32 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
 33 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
 34 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
 35 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
 36 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
 37 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
 38 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
 39 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
 40 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
 41 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
 42 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
 43 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
 44 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
 45 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
 46 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
 47 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
 48 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
 49 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
 50 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
 51 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
 52 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
 53 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
 54 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
 55 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
 56 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
 57 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
 58 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
 59 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
 60 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
 61 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
 62 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
 63 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
 64 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
 65 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
 66 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
 67 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
 68 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
 69 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
 70 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
 71 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
 72 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
 73 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
 74 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
 75 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
 76 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
 77 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
 78 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
 79 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
 80 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
 81 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
 82 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
 83 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
 84 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
 85 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
 86 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
 87 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
 88 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
 89 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
 90 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
 91 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
 92 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
 93 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
 94 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
 95 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
 96 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
 97 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
 98 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
 99 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
100 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
101 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
102 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
103 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
104 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
105 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
106 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
107 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
108 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
109 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
110 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
111 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
112 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
113 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
114 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
115 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
116 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
117 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
118 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
119 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
120 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
121 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
122 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
123 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
124 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
125 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
126 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
127 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
128 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
129 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
130 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
131 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
132 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
133 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
134 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
135 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
136 +0.0000000000000000E+000 +1.0000000000000000E+000 +1.0000000000000000E+000
